record_id,dataset_type,aoi_id,aoi_name,corridor_id,corridor_name,period_start,period_end,scene_date,tile_id,weather_severity_score,eccc_temperature_mean_c,eccc_temperature_max_c,eccc_temperature_min_c,eccc_precip_total_mm,eccc_wind_gust_max_kmh,eccc_weather_stress_score,worldcover_tree_pct,worldcover_shrub_grass_pct,worldcover_built_pct,worldcover_bare_pct,sentinel2_ndvi_mean,sentinel2_ndmi_mean,sentinel2_ndvi_change,sentinel2_ndmi_change,cloud_filtered_pct,vegetation_exposure_score,vegetation_dryness_score,vegetation_change_score,canopy_exposure_score,public_outage_count,public_customers_affected,public_outage_history_score,tree_related_outage_count_proxy,weather_related_outage_count_proxy,terrain_access_score,transmission_buffer_width_m,area_hectares,intervention_type,intervention_applied,intervention_cost_level,intervention_lead_time_days,intervention_description,risk_score,risk_level,target_outage_impact_proxy,target_customer_impact_proxy,data_status,data_source_notes,synthetic_true_effect_pct,observed_outage_impact_proxy,post_intervention_outage_impact_proxy
SURREY-TX-BUF-200M__2026-05-04__T10UEV__asset_inspection,surrey_aoi_scenarios,SURREY-TX-BUF-200M,Surrey transmission corridor 200 m buffer,SURREY-TX-BUF-200M,Surrey transmission corridor 200 m buffer,2026-01-19,2026-05-31,2026-05-04,T10UEV,9.57,19.98,27.9,11.4,0.0,10.0,23.23,32.93,30.66,31.46,0.81,0.3362,0.0788,0.1471,0.0317,7.38,41.16,40.15,49.03,41.05,3,83,24.41,0,0,50.0,200,3580.0,asset_inspection,1,low,7,Synthetic scenario: targeted asset / structure inspection along the corridor.,26.06,Low,24.61,21.63,open_free_processed;unofficial_archive_proxy;derived_proxy;demo_synthetic,"Open/free processed: surrey_free_data_corridor_summary.csv, surrey_sentinel2_scene_qa.csv, surrey_eccc_weather_stress_stats.csv. Per-scene: vegetation_dryness_score from scene NDMI; vegetation_change_score and sentinel2_nd*_change cumulative vs earliest processed scene per tile; canopy_exposure_score blends WorldCover tree % with scene NDVI. Weather matched to exact scene_date (eccc_climate_hourly_daily:PITT MEADOWS CS): demo_weather.csv or MSC GeoMet live rows for that calendar day when present, else ECCC climate-hourly pilot-station daily aggregate; seasonal curve only as documented last resort (derived_proxy_last_resort). Null when no daily source. ECCC weather stress is an atmospheric proxy (air temperature, wind gust, precipitation) and is NOT land surface temperature (LST) or soil water content (SWC). Outage counts are daily Surrey rows from unofficial archive (C:\workspace\bc_hydro_vegetation_risk_demo\data\processed\bchydro_public_outages_history.parquet;snapshot_exact): snapshot on scene_date when available, else nearest snapshot with outages active on scene_date (date_off ≤ scene_date ≤ date_on); unique outage_id count and customer sum for that day; tree/weather proxies from cause flags. terrain_access_score, transmission_buffer_width_m, area_hectares are static AOI values. Target and intervention scenario fields are derived/synthetic for exploration only. Intervention scenario 'asset_inspection' is demo_synthetic - not observed treatment data.",,,
SURREY-TX-BUF-200M__2026-05-11__T10UDV__no_action,surrey_aoi_scenarios,SURREY-TX-BUF-200M,Surrey transmission corridor 200 m buffer,SURREY-TX-BUF-200M,Surrey transmission corridor 200 m buffer,2026-01-19,2026-05-31,2026-05-11,T10UDV,9.68,16.53,22.9,10.9,0.0,14.0,22.08,32.93,30.66,31.46,0.81,0.2599,0.0497,0.0658,0.021,14.04,41.16,43.79,21.93,36.69,1,48,19.91,0,0,50.0,200,3580.0,no_action,0,none,0,"Baseline scenario with no planned vegetation patrol, trimming, staging, or inspection.",25.2,Low,23.17,12.1,open_free_processed;unofficial_archive_proxy;derived_proxy,"Open/free processed: surrey_free_data_corridor_summary.csv, surrey_sentinel2_scene_qa.csv, surrey_eccc_weather_stress_stats.csv. Per-scene: vegetation_dryness_score from scene NDMI; vegetation_change_score and sentinel2_nd*_change cumulative vs earliest processed scene per tile; canopy_exposure_score blends WorldCover tree % with scene NDVI. Weather matched to exact scene_date (eccc_climate_hourly_daily:PITT MEADOWS CS): demo_weather.csv or MSC GeoMet live rows for that calendar day when present, else ECCC climate-hourly pilot-station daily aggregate; seasonal curve only as documented last resort (derived_proxy_last_resort). Null when no daily source. ECCC weather stress is an atmospheric proxy (air temperature, wind gust, precipitation) and is NOT land surface temperature (LST) or soil water content (SWC). Outage counts are daily Surrey rows from unofficial archive (C:\workspace\bc_hydro_vegetation_risk_demo\data\processed\bchydro_public_outages_history.parquet;snapshot_exact): snapshot on scene_date when available, else nearest snapshot with outages active on scene_date (date_off ≤ scene_date ≤ date_on); unique outage_id count and customer sum for that day; tree/weather proxies from cause flags. terrain_access_score, transmission_buffer_width_m, area_hectares are static AOI values. Target and intervention scenario fields are derived/synthetic for exploration only.",,,
SURREY-TX-BUF-200M__2026-05-11__T10UDV__vegetation_patrol,surrey_aoi_scenarios,SURREY-TX-BUF-200M,Surrey transmission corridor 200 m buffer,SURREY-TX-BUF-200M,Surrey transmission corridor 200 m buffer,2026-01-19,2026-05-31,2026-05-11,T10UDV,9.68,16.53,22.9,10.9,0.0,14.0,22.08,32.93,30.66,31.46,0.81,0.2599,0.0497,0.0658,0.021,14.04,41.16,43.79,21.93,36.69,1,48,19.91,0,0,50.0,200,3580.0,vegetation_patrol,1,low,3,Synthetic scenario: scheduled vegetation patrol along the corridor before a weather window.,25.2,Low,23.17,12.1,open_free_processed;unofficial_archive_proxy;derived_proxy;demo_synthetic,"Open/free processed: surrey_free_data_corridor_summary.csv, surrey_sentinel2_scene_qa.csv, surrey_eccc_weather_stress_stats.csv. Per-scene: vegetation_dryness_score from scene NDMI; vegetation_change_score and sentinel2_nd*_change cumulative vs earliest processed scene per tile; canopy_exposure_score blends WorldCover tree % with scene NDVI. Weather matched to exact scene_date (eccc_climate_hourly_daily:PITT MEADOWS CS): demo_weather.csv or MSC GeoMet live rows for that calendar day when present, else ECCC climate-hourly pilot-station daily aggregate; seasonal curve only as documented last resort (derived_proxy_last_resort). Null when no daily source. ECCC weather stress is an atmospheric proxy (air temperature, wind gust, precipitation) and is NOT land surface temperature (LST) or soil water content (SWC). Outage counts are daily Surrey rows from unofficial archive (C:\workspace\bc_hydro_vegetation_risk_demo\data\processed\bchydro_public_outages_history.parquet;snapshot_exact): snapshot on scene_date when available, else nearest snapshot with outages active on scene_date (date_off ≤ scene_date ≤ date_on); unique outage_id count and customer sum for that day; tree/weather proxies from cause flags. terrain_access_score, transmission_buffer_width_m, area_hectares are static AOI values. Target and intervention scenario fields are derived/synthetic for exploration only. Intervention scenario 'vegetation_patrol' is demo_synthetic - not observed treatment data.",,,
SURREY-TX-BUF-200M__2026-05-11__T10UDV__vegetation_trimming,surrey_aoi_scenarios,SURREY-TX-BUF-200M,Surrey transmission corridor 200 m buffer,SURREY-TX-BUF-200M,Surrey transmission corridor 200 m buffer,2026-01-19,2026-05-31,2026-05-11,T10UDV,9.68,16.53,22.9,10.9,0.0,14.0,22.08,32.93,30.66,31.46,0.81,0.2599,0.0497,0.0658,0.021,14.04,41.16,43.79,21.93,36.69,1,48,19.91,0,0,50.0,200,3580.0,vegetation_trimming,1,medium,14,Synthetic scenario: vegetation trimming / clearance work along the transmission corridor.,25.2,Low,23.17,12.1,open_free_processed;unofficial_archive_proxy;derived_proxy;demo_synthetic,"Open/free processed: surrey_free_data_corridor_summary.csv, surrey_sentinel2_scene_qa.csv, surrey_eccc_weather_stress_stats.csv. Per-scene: vegetation_dryness_score from scene NDMI; vegetation_change_score and sentinel2_nd*_change cumulative vs earliest processed scene per tile; canopy_exposure_score blends WorldCover tree % with scene NDVI. Weather matched to exact scene_date (eccc_climate_hourly_daily:PITT MEADOWS CS): demo_weather.csv or MSC GeoMet live rows for that calendar day when present, else ECCC climate-hourly pilot-station daily aggregate; seasonal curve only as documented last resort (derived_proxy_last_resort). Null when no daily source. ECCC weather stress is an atmospheric proxy (air temperature, wind gust, precipitation) and is NOT land surface temperature (LST) or soil water content (SWC). Outage counts are daily Surrey rows from unofficial archive (C:\workspace\bc_hydro_vegetation_risk_demo\data\processed\bchydro_public_outages_history.parquet;snapshot_exact): snapshot on scene_date when available, else nearest snapshot with outages active on scene_date (date_off ≤ scene_date ≤ date_on); unique outage_id count and customer sum for that day; tree/weather proxies from cause flags. terrain_access_score, transmission_buffer_width_m, area_hectares are static AOI values. Target and intervention scenario fields are derived/synthetic for exploration only. Intervention scenario 'vegetation_trimming' is demo_synthetic - not observed treatment data.",,,
SURREY-TX-BUF-200M__2026-05-11__T10UDV__crew_pre_staging,surrey_aoi_scenarios,SURREY-TX-BUF-200M,Surrey transmission corridor 200 m buffer,SURREY-TX-BUF-200M,Surrey transmission corridor 200 m buffer,2026-01-19,2026-05-31,2026-05-11,T10UDV,9.68,16.53,22.9,10.9,0.0,14.0,22.08,32.93,30.66,31.46,0.81,0.2599,0.0497,0.0658,0.021,14.04,41.16,43.79,21.93,36.69,1,48,19.91,0,0,50.0,200,3580.0,crew_pre_staging,1,medium,1,Synthetic scenario: pre-staging crews and materials near the corridor ahead of severe weather.,25.2,Low,23.17,12.1,open_free_processed;unofficial_archive_proxy;derived_proxy;demo_synthetic,"Open/free processed: surrey_free_data_corridor_summary.csv, surrey_sentinel2_scene_qa.csv, surrey_eccc_weather_stress_stats.csv. Per-scene: vegetation_dryness_score from scene NDMI; vegetation_change_score and sentinel2_nd*_change cumulative vs earliest processed scene per tile; canopy_exposure_score blends WorldCover tree % with scene NDVI. Weather matched to exact scene_date (eccc_climate_hourly_daily:PITT MEADOWS CS): demo_weather.csv or MSC GeoMet live rows for that calendar day when present, else ECCC climate-hourly pilot-station daily aggregate; seasonal curve only as documented last resort (derived_proxy_last_resort). Null when no daily source. ECCC weather stress is an atmospheric proxy (air temperature, wind gust, precipitation) and is NOT land surface temperature (LST) or soil water content (SWC). Outage counts are daily Surrey rows from unofficial archive (C:\workspace\bc_hydro_vegetation_risk_demo\data\processed\bchydro_public_outages_history.parquet;snapshot_exact): snapshot on scene_date when available, else nearest snapshot with outages active on scene_date (date_off ≤ scene_date ≤ date_on); unique outage_id count and customer sum for that day; tree/weather proxies from cause flags. terrain_access_score, transmission_buffer_width_m, area_hectares are static AOI values. Target and intervention scenario fields are derived/synthetic for exploration only. Intervention scenario 'crew_pre_staging' is demo_synthetic - not observed treatment data.",,,
SURREY-TX-BUF-200M__2026-05-11__T10UDV__asset_inspection,surrey_aoi_scenarios,SURREY-TX-BUF-200M,Surrey transmission corridor 200 m buffer,SURREY-TX-BUF-200M,Surrey transmission corridor 200 m buffer,2026-01-19,2026-05-31,2026-05-11,T10UDV,9.68,16.53,22.9,10.9,0.0,14.0,22.08,32.93,30.66,31.46,0.81,0.2599,0.0497,0.0658,0.021,14.04,41.16,43.79,21.93,36.69,1,48,19.91,0,0,50.0,200,3580.0,asset_inspection,1,low,7,Synthetic scenario: targeted asset / structure inspection along the corridor.,25.2,Low,23.17,12.1,open_free_processed;unofficial_archive_proxy;derived_proxy;demo_synthetic,"Open/free processed: surrey_free_data_corridor_summary.csv, surrey_sentinel2_scene_qa.csv, surrey_eccc_weather_stress_stats.csv. Per-scene: vegetation_dryness_score from scene NDMI; vegetation_change_score and sentinel2_nd*_change cumulative vs earliest processed scene per tile; canopy_exposure_score blends WorldCover tree % with scene NDVI. Weather matched to exact scene_date (eccc_climate_hourly_daily:PITT MEADOWS CS): demo_weather.csv or MSC GeoMet live rows for that calendar day when present, else ECCC climate-hourly pilot-station daily aggregate; seasonal curve only as documented last resort (derived_proxy_last_resort). Null when no daily source. ECCC weather stress is an atmospheric proxy (air temperature, wind gust, precipitation) and is NOT land surface temperature (LST) or soil water content (SWC). Outage counts are daily Surrey rows from unofficial archive (C:\workspace\bc_hydro_vegetation_risk_demo\data\processed\bchydro_public_outages_history.parquet;snapshot_exact): snapshot on scene_date when available, else nearest snapshot with outages active on scene_date (date_off ≤ scene_date ≤ date_on); unique outage_id count and customer sum for that day; tree/weather proxies from cause flags. terrain_access_score, transmission_buffer_width_m, area_hectares are static AOI values. Target and intervention scenario fields are derived/synthetic for exploration only. Intervention scenario 'asset_inspection' is demo_synthetic - not observed treatment data.",,,
SURREY-TX-BUF-200M__2026-05-11__T10UEV__no_action,surrey_aoi_scenarios,SURREY-TX-BUF-200M,Surrey transmission corridor 200 m buffer,SURREY-TX-BUF-200M,Surrey transmission corridor 200 m buffer,2026-01-19,2026-05-31,2026-05-11,T10UEV,9.68,16.53,22.9,10.9,0.0,14.0,22.08,32.93,30.66,31.46,0.81,0.3184,0.0815,0.1293,0.0344,10.47,41.16,39.81,43.1,40.03,1,48,19.91,0,0,50.0,200,3580.0,no_action,0,none,0,"Baseline scenario with no planned vegetation patrol, trimming, staging, or inspection.",25.2,Low,23.17,12.1,open_free_processed;unofficial_archive_proxy;derived_proxy,"Open/free processed: surrey_free_data_corridor_summary.csv, surrey_sentinel2_scene_qa.csv, surrey_eccc_weather_stress_stats.csv. Per-scene: vegetation_dryness_score from scene NDMI; vegetation_change_score and sentinel2_nd*_change cumulative vs earliest processed scene per tile; canopy_exposure_score blends WorldCover tree % with scene NDVI. Weather matched to exact scene_date (eccc_climate_hourly_daily:PITT MEADOWS CS): demo_weather.csv or MSC GeoMet live rows for that calendar day when present, else ECCC climate-hourly pilot-station daily aggregate; seasonal curve only as documented last resort (derived_proxy_last_resort). Null when no daily source. ECCC weather stress is an atmospheric proxy (air temperature, wind gust, precipitation) and is NOT land surface temperature (LST) or soil water content (SWC). Outage counts are daily Surrey rows from unofficial archive (C:\workspace\bc_hydro_vegetation_risk_demo\data\processed\bchydro_public_outages_history.parquet;snapshot_exact): snapshot on scene_date when available, else nearest snapshot with outages active on scene_date (date_off ≤ scene_date ≤ date_on); unique outage_id count and customer sum for that day; tree/weather proxies from cause flags. terrain_access_score, transmission_buffer_width_m, area_hectares are static AOI values. Target and intervention scenario fields are derived/synthetic for exploration only.",,,
SURREY-TX-BUF-200M__2026-05-11__T10UEV__vegetation_patrol,surrey_aoi_scenarios,SURREY-TX-BUF-200M,Surrey transmission corridor 200 m buffer,SURREY-TX-BUF-200M,Surrey transmission corridor 200 m buffer,2026-01-19,2026-05-31,2026-05-11,T10UEV,9.68,16.53,22.9,10.9,0.0,14.0,22.08,32.93,30.66,31.46,0.81,0.3184,0.0815,0.1293,0.0344,10.47,41.16,39.81,43.1,40.03,1,48,19.91,0,0,50.0,200,3580.0,vegetation_patrol,1,low,3,Synthetic scenario: scheduled vegetation patrol along the corridor before a weather window.,25.2,Low,23.17,12.1,open_free_processed;unofficial_archive_proxy;derived_proxy;demo_synthetic,"Open/free processed: surrey_free_data_corridor_summary.csv, surrey_sentinel2_scene_qa.csv, surrey_eccc_weather_stress_stats.csv. Per-scene: vegetation_dryness_score from scene NDMI; vegetation_change_score and sentinel2_nd*_change cumulative vs earliest processed scene per tile; canopy_exposure_score blends WorldCover tree % with scene NDVI. Weather matched to exact scene_date (eccc_climate_hourly_daily:PITT MEADOWS CS): demo_weather.csv or MSC GeoMet live rows for that calendar day when present, else ECCC climate-hourly pilot-station daily aggregate; seasonal curve only as documented last resort (derived_proxy_last_resort). Null when no daily source. ECCC weather stress is an atmospheric proxy (air temperature, wind gust, precipitation) and is NOT land surface temperature (LST) or soil water content (SWC). Outage counts are daily Surrey rows from unofficial archive (C:\workspace\bc_hydro_vegetation_risk_demo\data\processed\bchydro_public_outages_history.parquet;snapshot_exact): snapshot on scene_date when available, else nearest snapshot with outages active on scene_date (date_off ≤ scene_date ≤ date_on); unique outage_id count and customer sum for that day; tree/weather proxies from cause flags. terrain_access_score, transmission_buffer_width_m, area_hectares are static AOI values. Target and intervention scenario fields are derived/synthetic for exploration only. Intervention scenario 'vegetation_patrol' is demo_synthetic - not observed treatment data.",,,
SURREY-TX-BUF-200M__2026-05-11__T10UEV__vegetation_trimming,surrey_aoi_scenarios,SURREY-TX-BUF-200M,Surrey transmission corridor 200 m buffer,SURREY-TX-BUF-200M,Surrey transmission corridor 200 m buffer,2026-01-19,2026-05-31,2026-05-11,T10UEV,9.68,16.53,22.9,10.9,0.0,14.0,22.08,32.93,30.66,31.46,0.81,0.3184,0.0815,0.1293,0.0344,10.47,41.16,39.81,43.1,40.03,1,48,19.91,0,0,50.0,200,3580.0,vegetation_trimming,1,medium,14,Synthetic scenario: vegetation trimming / clearance work along the transmission corridor.,25.2,Low,23.17,12.1,open_free_processed;unofficial_archive_proxy;derived_proxy;demo_synthetic,"Open/free processed: surrey_free_data_corridor_summary.csv, surrey_sentinel2_scene_qa.csv, surrey_eccc_weather_stress_stats.csv. Per-scene: vegetation_dryness_score from scene NDMI; vegetation_change_score and sentinel2_nd*_change cumulative vs earliest processed scene per tile; canopy_exposure_score blends WorldCover tree % with scene NDVI. Weather matched to exact scene_date (eccc_climate_hourly_daily:PITT MEADOWS CS): demo_weather.csv or MSC GeoMet live rows for that calendar day when present, else ECCC climate-hourly pilot-station daily aggregate; seasonal curve only as documented last resort (derived_proxy_last_resort). Null when no daily source. ECCC weather stress is an atmospheric proxy (air temperature, wind gust, precipitation) and is NOT land surface temperature (LST) or soil water content (SWC). Outage counts are daily Surrey rows from unofficial archive (C:\workspace\bc_hydro_vegetation_risk_demo\data\processed\bchydro_public_outages_history.parquet;snapshot_exact): snapshot on scene_date when available, else nearest snapshot with outages active on scene_date (date_off ≤ scene_date ≤ date_on); unique outage_id count and customer sum for that day; tree/weather proxies from cause flags. terrain_access_score, transmission_buffer_width_m, area_hectares are static AOI values. Target and intervention scenario fields are derived/synthetic for exploration only. Intervention scenario 'vegetation_trimming' is demo_synthetic - not observed treatment data.",,,
SURREY-TX-BUF-200M__2026-05-11__T10UEV__crew_pre_staging,surrey_aoi_scenarios,SURREY-TX-BUF-200M,Surrey transmission corridor 200 m buffer,SURREY-TX-BUF-200M,Surrey transmission corridor 200 m buffer,2026-01-19,2026-05-31,2026-05-11,T10UEV,9.68,16.53,22.9,10.9,0.0,14.0,22.08,32.93,30.66,31.46,0.81,0.3184,0.0815,0.1293,0.0344,10.47,41.16,39.81,43.1,40.03,1,48,19.91,0,0,50.0,200,3580.0,crew_pre_staging,1,medium,1,Synthetic scenario: pre-staging crews and materials near the corridor ahead of severe weather.,25.2,Low,23.17,12.1,open_free_processed;unofficial_archive_proxy;derived_proxy;demo_synthetic,"Open/free processed: surrey_free_data_corridor_summary.csv, surrey_sentinel2_scene_qa.csv, surrey_eccc_weather_stress_stats.csv. Per-scene: vegetation_dryness_score from scene NDMI; vegetation_change_score and sentinel2_nd*_change cumulative vs earliest processed scene per tile; canopy_exposure_score blends WorldCover tree % with scene NDVI. Weather matched to exact scene_date (eccc_climate_hourly_daily:PITT MEADOWS CS): demo_weather.csv or MSC GeoMet live rows for that calendar day when present, else ECCC climate-hourly pilot-station daily aggregate; seasonal curve only as documented last resort (derived_proxy_last_resort). Null when no daily source. ECCC weather stress is an atmospheric proxy (air temperature, wind gust, precipitation) and is NOT land surface temperature (LST) or soil water content (SWC). Outage counts are daily Surrey rows from unofficial archive (C:\workspace\bc_hydro_vegetation_risk_demo\data\processed\bchydro_public_outages_history.parquet;snapshot_exact): snapshot on scene_date when available, else nearest snapshot with outages active on scene_date (date_off ≤ scene_date ≤ date_on); unique outage_id count and customer sum for that day; tree/weather proxies from cause flags. terrain_access_score, transmission_buffer_width_m, area_hectares are static AOI values. Target and intervention scenario fields are derived/synthetic for exploration only. Intervention scenario 'crew_pre_staging' is demo_synthetic - not observed treatment data.",,,
SURREY-TX-BUF-200M__2026-05-11__T10UEV__asset_inspection,surrey_aoi_scenarios,SURREY-TX-BUF-200M,Surrey transmission corridor 200 m buffer,SURREY-TX-BUF-200M,Surrey transmission corridor 200 m buffer,2026-01-19,2026-05-31,2026-05-11,T10UEV,9.68,16.53,22.9,10.9,0.0,14.0,22.08,32.93,30.66,31.46,0.81,0.3184,0.0815,0.1293,0.0344,10.47,41.16,39.81,43.1,40.03,1,48,19.91,0,0,50.0,200,3580.0,asset_inspection,1,low,7,Synthetic scenario: targeted asset / structure inspection along the corridor.,25.2,Low,23.17,12.1,open_free_processed;unofficial_archive_proxy;derived_proxy;demo_synthetic,"Open/free processed: surrey_free_data_corridor_summary.csv, surrey_sentinel2_scene_qa.csv, surrey_eccc_weather_stress_stats.csv. Per-scene: vegetation_dryness_score from scene NDMI; vegetation_change_score and sentinel2_nd*_change cumulative vs earliest processed scene per tile; canopy_exposure_score blends WorldCover tree % with scene NDVI. Weather matched to exact scene_date (eccc_climate_hourly_daily:PITT MEADOWS CS): demo_weather.csv or MSC GeoMet live rows for that calendar day when present, else ECCC climate-hourly pilot-station daily aggregate; seasonal curve only as documented last resort (derived_proxy_last_resort). Null when no daily source. ECCC weather stress is an atmospheric proxy (air temperature, wind gust, precipitation) and is NOT land surface temperature (LST) or soil water content (SWC). Outage counts are daily Surrey rows from unofficial archive (C:\workspace\bc_hydro_vegetation_risk_demo\data\processed\bchydro_public_outages_history.parquet;snapshot_exact): snapshot on scene_date when available, else nearest snapshot with outages active on scene_date (date_off ≤ scene_date ≤ date_on); unique outage_id count and customer sum for that day; tree/weather proxies from cause flags. terrain_access_score, transmission_buffer_width_m, area_hectares are static AOI values. Target and intervention scenario fields are derived/synthetic for exploration only. Intervention scenario 'asset_inspection' is demo_synthetic - not observed treatment data.",,,
SURREY-TX-BUF-200M__2026-05-24__T10UEV__no_action,surrey_aoi_scenarios,SURREY-TX-BUF-200M,Surrey transmission corridor 200 m buffer,SURREY-TX-BUF-200M,Surrey transmission corridor 200 m buffer,2026-01-19,2026-05-31,2026-05-24,T10UEV,12.12,14.08,17.1,10.6,0.0,22.0,23.31,32.93,30.66,31.46,0.81,0.3567,0.0914,0.1676,0.0443,6.88,41.16,38.58,55.87,42.22,0,0,35.27,0,0,50.0,200,3580.0,no_action,0,none,0,"Baseline scenario with no planned vegetation patrol, trimming, staging, or inspection.",29.25,Low,29.12,0.0,open_free_processed;unofficial_archive_proxy;derived_proxy,"Open/free processed: surrey_free_data_corridor_summary.csv, surrey_sentinel2_scene_qa.csv, surrey_eccc_weather_stress_stats.csv. Per-scene: vegetation_dryness_score from scene NDMI; vegetation_change_score and sentinel2_nd*_change cumulative vs earliest processed scene per tile; canopy_exposure_score blends WorldCover tree % with scene NDVI. Weather matched to exact scene_date (eccc_climate_hourly_daily:VANCOUVER BOUNDARY BAY): demo_weather.csv or MSC GeoMet live rows for that calendar day when present, else ECCC climate-hourly pilot-station daily aggregate; seasonal curve only as documented last resort (derived_proxy_last_resort). Null when no daily source. ECCC weather stress is an atmospheric proxy (air temperature, wind gust, precipitation) and is NOT land surface temperature (LST) or soil water content (SWC). Outage counts are daily Surrey rows from unofficial archive (C:\workspace\bc_hydro_vegetation_risk_demo\data\processed\bchydro_public_outages_history.parquet;snapshot_nearest_no_active:2026-05-22): snapshot on scene_date when available, else nearest snapshot with outages active on scene_date (date_off ≤ scene_date ≤ date_on); unique outage_id count and customer sum for that day; tree/weather proxies from cause flags. terrain_access_score, transmission_buffer_width_m, area_hectares are static AOI values. Target and intervention scenario fields are derived/synthetic for exploration only.",,,
SURREY-TX-BUF-200M__2026-05-24__T10UEV__vegetation_patrol,surrey_aoi_scenarios,SURREY-TX-BUF-200M,Surrey transmission corridor 200 m buffer,SURREY-TX-BUF-200M,Surrey transmission corridor 200 m buffer,2026-01-19,2026-05-31,2026-05-24,T10UEV,12.12,14.08,17.1,10.6,0.0,22.0,23.31,32.93,30.66,31.46,0.81,0.3567,0.0914,0.1676,0.0443,6.88,41.16,38.58,55.87,42.22,0,0,35.27,0,0,50.0,200,3580.0,vegetation_patrol,1,low,3,Synthetic scenario: scheduled vegetation patrol along the corridor before a weather window.,29.25,Low,29.12,0.0,open_free_processed;unofficial_archive_proxy;derived_proxy;demo_synthetic,"Open/free processed: surrey_free_data_corridor_summary.csv, surrey_sentinel2_scene_qa.csv, surrey_eccc_weather_stress_stats.csv. Per-scene: vegetation_dryness_score from scene NDMI; vegetation_change_score and sentinel2_nd*_change cumulative vs earliest processed scene per tile; canopy_exposure_score blends WorldCover tree % with scene NDVI. Weather matched to exact scene_date (eccc_climate_hourly_daily:VANCOUVER BOUNDARY BAY): demo_weather.csv or MSC GeoMet live rows for that calendar day when present, else ECCC climate-hourly pilot-station daily aggregate; seasonal curve only as documented last resort (derived_proxy_last_resort). Null when no daily source. ECCC weather stress is an atmospheric proxy (air temperature, wind gust, precipitation) and is NOT land surface temperature (LST) or soil water content (SWC). Outage counts are daily Surrey rows from unofficial archive (C:\workspace\bc_hydro_vegetation_risk_demo\data\processed\bchydro_public_outages_history.parquet;snapshot_nearest_no_active:2026-05-22): snapshot on scene_date when available, else nearest snapshot with outages active on scene_date (date_off ≤ scene_date ≤ date_on); unique outage_id count and customer sum for that day; tree/weather proxies from cause flags. terrain_access_score, transmission_buffer_width_m, area_hectares are static AOI values. Target and intervention scenario fields are derived/synthetic for exploration only. Intervention scenario 'vegetation_patrol' is demo_synthetic - not observed treatment data.",,,
SURREY-TX-BUF-200M__2026-05-24__T10UEV__vegetation_trimming,surrey_aoi_scenarios,SURREY-TX-BUF-200M,Surrey transmission corridor 200 m buffer,SURREY-TX-BUF-200M,Surrey transmission corridor 200 m buffer,2026-01-19,2026-05-31,2026-05-24,T10UEV,12.12,14.08,17.1,10.6,0.0,22.0,23.31,32.93,30.66,31.46,0.81,0.3567,0.0914,0.1676,0.0443,6.88,41.16,38.58,55.87,42.22,0,0,35.27,0,0,50.0,200,3580.0,vegetation_trimming,1,medium,14,Synthetic scenario: vegetation trimming / clearance work along the transmission corridor.,29.25,Low,29.12,0.0,open_free_processed;unofficial_archive_proxy;derived_proxy;demo_synthetic,"Open/free processed: surrey_free_data_corridor_summary.csv, surrey_sentinel2_scene_qa.csv, surrey_eccc_weather_stress_stats.csv. Per-scene: vegetation_dryness_score from scene NDMI; vegetation_change_score and sentinel2_nd*_change cumulative vs earliest processed scene per tile; canopy_exposure_score blends WorldCover tree % with scene NDVI. Weather matched to exact scene_date (eccc_climate_hourly_daily:VANCOUVER BOUNDARY BAY): demo_weather.csv or MSC GeoMet live rows for that calendar day when present, else ECCC climate-hourly pilot-station daily aggregate; seasonal curve only as documented last resort (derived_proxy_last_resort). Null when no daily source. ECCC weather stress is an atmospheric proxy (air temperature, wind gust, precipitation) and is NOT land surface temperature (LST) or soil water content (SWC). Outage counts are daily Surrey rows from unofficial archive (C:\workspace\bc_hydro_vegetation_risk_demo\data\processed\bchydro_public_outages_history.parquet;snapshot_nearest_no_active:2026-05-22): snapshot on scene_date when available, else nearest snapshot with outages active on scene_date (date_off ≤ scene_date ≤ date_on); unique outage_id count and customer sum for that day; tree/weather proxies from cause flags. terrain_access_score, transmission_buffer_width_m, area_hectares are static AOI values. Target and intervention scenario fields are derived/synthetic for exploration only. Intervention scenario 'vegetation_trimming' is demo_synthetic - not observed treatment data.",,,
