record_id,dataset_type,aoi_id,aoi_name,corridor_id,corridor_name,period_start,period_end,scene_date,tile_id,weather_severity_score,eccc_temperature_mean_c,eccc_temperature_max_c,eccc_temperature_min_c,eccc_precip_total_mm,eccc_wind_gust_max_kmh,eccc_weather_stress_score,worldcover_tree_pct,worldcover_shrub_grass_pct,worldcover_built_pct,worldcover_bare_pct,sentinel2_ndvi_mean,sentinel2_ndmi_mean,sentinel2_ndvi_change,sentinel2_ndmi_change,cloud_filtered_pct,vegetation_exposure_score,vegetation_dryness_score,vegetation_change_score,canopy_exposure_score,public_outage_count,public_customers_affected,public_outage_history_score,tree_related_outage_count_proxy,weather_related_outage_count_proxy,terrain_access_score,transmission_buffer_width_m,area_hectares,intervention_type,intervention_applied,intervention_cost_level,intervention_lead_time_days,intervention_description,risk_score,risk_level,target_outage_impact_proxy,target_customer_impact_proxy,data_status,data_source_notes,synthetic_true_effect_pct,observed_outage_impact_proxy,post_intervention_outage_impact_proxy
SYN-CORR-018__2026-01-20__T10UEV__no_action,synthetic,SYN-CORR-018,Synthetic corridor 018,SYN-CORR-018,Synthetic demo corridor 018,2026-01-01,2026-01-28,2026-01-20,T10UEV,33.13,19.62,22.41,17.83,43.14,38.25,19.88,74.21,6.06,9.0,9.09,0.5414,0.1929,0.0166,0.0264,8.94,69.18,25.89,58.28,92.76,1030,194086,14.02,226,29,50.36,200,3818.3,no_action,0,none,0,"Baseline scenario with no planned vegetation patrol, trimming, staging, or inspection.",41.85,Medium,37.25,81224.99,demo_synthetic;derived_proxy,Synthetic research dataset for Causal AI workflow testing only. Intervention 'no_action' has transparent synthetic_true_effect_pct based on documented moderator rules - not observed treatment outcomes.,0.0,37.25,37.25
SYN-CORR-006__2026-03-20__T10UDV__vegetation_patrol,synthetic,SYN-CORR-006,Synthetic corridor 006,SYN-CORR-006,Synthetic demo corridor 006,2026-03-01,2026-03-28,2026-03-20,T10UDV,48.59,0.52,2.67,-4.43,56.42,64.9,29.15,29.39,8.42,37.7,1.26,0.7252,-0.144,0.0177,0.0853,55.66,36.54,68.0,95.04,36.74,3981,793177,4.31,537,1745,39.23,200,1956.2,vegetation_patrol,1,low,3,Synthetic scenario: scheduled vegetation patrol along the corridor before a weather window.,35.18,Low,30.35,279039.67,demo_synthetic;derived_proxy,Synthetic research dataset for Causal AI workflow testing only. Intervention 'vegetation_patrol' has transparent synthetic_true_effect_pct based on documented moderator rules - not observed treatment outcomes.,7.57,30.35,28.05
SYN-CORR-001__2026-09-25__T10UEV__vegetation_trimming,synthetic,SYN-CORR-001,Synthetic corridor 001,SYN-CORR-001,Synthetic demo corridor 001,2026-09-01,2026-09-28,2026-09-25,T10UEV,30.07,5.25,9.58,2.2,19.04,50.03,18.04,62.52,7.63,52.14,1.46,0.1011,0.1995,0.0272,0.0125,39.03,53.73,25.06,29.78,78.15,3130,210837,49.55,606,635,41.37,200,3239.9,vegetation_trimming,1,medium,14,Synthetic scenario: vegetation trimming / clearance work along the transmission corridor.,42.19,Medium,43.34,88952.13,demo_synthetic;derived_proxy,Synthetic research dataset for Causal AI workflow testing only. Intervention 'vegetation_trimming' has transparent synthetic_true_effect_pct based on documented moderator rules - not observed treatment outcomes.,22.1,43.34,33.76
SYN-CORR-031__2026-12-19__T10UDV__crew_pre_staging,synthetic,SYN-CORR-031,Synthetic corridor 031,SYN-CORR-031,Synthetic demo corridor 031,2026-12-01,2026-12-28,2026-12-19,T10UDV,40.55,17.1,18.81,15.14,13.37,73.43,24.33,12.75,0.87,27.87,7.16,0.3682,0.0791,-0.0402,0.0921,71.93,23.68,40.11,23.64,15.94,3504,212806,38.19,778,1749,34.54,200,4185.1,crew_pre_staging,1,medium,1,Synthetic scenario: pre-staging crews and materials near the corridor ahead of severe weather.,34.42,Low,34.98,73247.83,demo_synthetic;derived_proxy,Synthetic research dataset for Causal AI workflow testing only. Intervention 'crew_pre_staging' has transparent synthetic_true_effect_pct based on documented moderator rules - not observed treatment outcomes.,12.11,34.98,30.74
SYN-CORR-050__2026-04-05__T10UEV__asset_inspection,synthetic,SYN-CORR-050,Synthetic corridor 050,SYN-CORR-050,Synthetic demo corridor 050,2026-04-01,2026-04-28,2026-04-05,T10UEV,55.7,13.19,16.4,8.9,69.62,80.07,33.42,11.24,25.8,70.35,1.52,0.1735,0.0128,0.0164,-0.0415,82.62,28.75,48.4,15.3,14.05,3464,372949,75.07,1325,181,48.42,200,3975.3,asset_inspection,1,low,7,Synthetic scenario: targeted asset / structure inspection along the corridor.,50.76,Medium,54.52,189308.91,demo_synthetic;derived_proxy,Synthetic research dataset for Causal AI workflow testing only. Intervention 'asset_inspection' has transparent synthetic_true_effect_pct based on documented moderator rules - not observed treatment outcomes.,14.82,54.52,46.44
SYN-CORR-021__2026-11-06__T10UDV__no_action,synthetic,SYN-CORR-021,Synthetic corridor 021,SYN-CORR-021,Synthetic demo corridor 021,2026-11-01,2026-11-28,2026-11-06,T10UDV,26.68,20.03,20.89,16.43,67.62,10.39,16.01,7.74,41.0,72.32,0.7,0.4171,0.2588,-0.0757,0.0199,2.25,35.26,17.65,33.42,9.68,2732,394164,98.07,1115,1358,19.6,200,1744.3,no_action,0,none,0,"Baseline scenario with no planned vegetation patrol, trimming, staging, or inspection.",42.82,Medium,52.27,168781.02,demo_synthetic;derived_proxy,Synthetic research dataset for Causal AI workflow testing only. Intervention 'no_action' has transparent synthetic_true_effect_pct based on documented moderator rules - not observed treatment outcomes.,0.0,52.27,52.27
SYN-CORR-017__2026-08-05__T10UEV__vegetation_patrol,synthetic,SYN-CORR-017,Synthetic corridor 017,SYN-CORR-017,Synthetic demo corridor 017,2026-08-01,2026-08-28,2026-08-05,T10UEV,39.6,6.64,9.76,4.69,71.11,43.94,23.76,68.16,27.75,26.64,0.12,0.7154,0.0162,-0.0478,-0.0279,80.95,74.69,47.98,93.08,85.2,3291,476092,30.41,1531,455,40.45,200,3443.2,vegetation_patrol,1,low,3,Synthetic scenario: scheduled vegetation patrol along the corridor before a weather window.,48.37,Medium,46.07,230285.7,demo_synthetic;derived_proxy,Synthetic research dataset for Causal AI workflow testing only. Intervention 'vegetation_patrol' has transparent synthetic_true_effect_pct based on documented moderator rules - not observed treatment outcomes.,10.1,46.07,41.42
SYN-CORR-006__2026-04-04__T10UEV__vegetation_trimming,synthetic,SYN-CORR-006,Synthetic corridor 006,SYN-CORR-006,Synthetic demo corridor 006,2026-04-01,2026-04-28,2026-04-04,T10UEV,47.19,24.85,28.02,22.79,60.65,53.68,28.31,33.69,7.29,23.68,3.27,0.1523,-0.0335,-0.0005,-0.0278,90.76,41.5,54.19,19.54,42.11,473,60525,62.82,169,188,70.11,200,749.2,vegetation_trimming,1,medium,14,Synthetic scenario: vegetation trimming / clearance work along the transmission corridor.,50.9,Medium,51.73,30807.23,demo_synthetic;derived_proxy,Synthetic research dataset for Causal AI workflow testing only. Intervention 'vegetation_trimming' has transparent synthetic_true_effect_pct based on documented moderator rules - not observed treatment outcomes.,15.47,51.73,43.73
SYN-CORR-004__2026-09-27__T10UEV__crew_pre_staging,synthetic,SYN-CORR-004,Synthetic corridor 004,SYN-CORR-004,Synthetic demo corridor 004,2026-09-01,2026-09-28,2026-09-27,T10UEV,47.64,13.05,15.6,8.67,57.71,69.13,28.58,42.31,21.42,10.27,6.1,0.2903,0.4406,0.0501,0.0889,6.64,58.19,0.0,8.06,52.89,2555,132720,72.26,284,772,66.75,200,835.7,crew_pre_staging,1,medium,1,Synthetic scenario: pre-staging crews and materials near the corridor ahead of severe weather.,57.64,Medium,59.38,76499.81,demo_synthetic;derived_proxy,Synthetic research dataset for Causal AI workflow testing only. Intervention 'crew_pre_staging' has transparent synthetic_true_effect_pct based on documented moderator rules - not observed treatment outcomes.,13.53,59.38,51.35
SYN-CORR-009__2026-04-26__T10UEV__asset_inspection,synthetic,SYN-CORR-009,Synthetic corridor 009,SYN-CORR-009,Synthetic demo corridor 009,2026-04-01,2026-04-28,2026-04-26,T10UEV,27.37,23.79,26.43,21.7,41.05,22.29,16.42,56.22,48.49,23.45,0.85,0.5857,0.238,-0.0622,0.064,52.28,80.35,20.25,67.14,70.28,4518,698720,56.14,2141,55,78.82,200,735.4,asset_inspection,1,low,7,Synthetic scenario: targeted asset / structure inspection along the corridor.,54.16,Medium,53.23,378426.75,demo_synthetic;derived_proxy,Synthetic research dataset for Causal AI workflow testing only. Intervention 'asset_inspection' has transparent synthetic_true_effect_pct based on documented moderator rules - not observed treatment outcomes.,16.95,53.23,44.21
SYN-CORR-021__2026-11-22__T10UEV__no_action,synthetic,SYN-CORR-021,Synthetic corridor 021,SYN-CORR-021,Synthetic demo corridor 021,2026-11-01,2026-11-28,2026-11-22,T10UEV,30.2,20.25,24.6,19.37,16.17,45.88,18.12,5.32,38.17,28.4,2.78,0.3423,0.1047,-0.0586,0.0603,17.0,41.3,36.91,18.46,6.65,1658,118525,50.73,38,329,18.24,200,4746.4,no_action,0,none,0,"Baseline scenario with no planned vegetation patrol, trimming, staging, or inspection.",36.44,Low,39.49,43190.51,demo_synthetic;derived_proxy,Synthetic research dataset for Causal AI workflow testing only. Intervention 'no_action' has transparent synthetic_true_effect_pct based on documented moderator rules - not observed treatment outcomes.,0.0,39.49,39.49
SYN-CORR-023__2026-09-19__T10UDV__vegetation_patrol,synthetic,SYN-CORR-023,Synthetic corridor 023,SYN-CORR-023,Synthetic demo corridor 023,2026-09-01,2026-09-28,2026-09-19,T10UDV,34.91,14.16,17.74,13.05,16.15,62.83,20.95,54.25,47.53,8.03,6.29,0.7195,-0.0205,0.0966,0.0646,33.92,81.79,52.56,93.9,67.81,2680,412789,93.98,659,1340,71.66,200,681.0,vegetation_patrol,1,low,3,Synthetic scenario: scheduled vegetation patrol along the corridor before a weather window.,64.46,Medium,68.53,266083.79,demo_synthetic;derived_proxy,Synthetic research dataset for Causal AI workflow testing only. Intervention 'vegetation_patrol' has transparent synthetic_true_effect_pct based on documented moderator rules - not observed treatment outcomes.,5.39,68.53,64.84
SYN-CORR-021__2026-03-13__T10UDV__vegetation_trimming,synthetic,SYN-CORR-021,Synthetic corridor 021,SYN-CORR-021,Synthetic demo corridor 021,2026-03-01,2026-03-28,2026-03-13,T10UDV,30.75,24.2,26.62,20.83,25.57,37.65,18.45,16.58,43.93,39.07,3.67,0.3641,0.2345,0.1531,0.03,91.42,49.55,20.69,22.82,20.72,4297,336202,35.09,1071,84,62.44,200,4364.2,vegetation_trimming,1,medium,14,Synthetic scenario: vegetation trimming / clearance work along the transmission corridor.,40.43,Medium,38.53,135926.47,demo_synthetic;derived_proxy,Synthetic research dataset for Causal AI workflow testing only. Intervention 'vegetation_trimming' has transparent synthetic_true_effect_pct based on documented moderator rules - not observed treatment outcomes.,13.06,38.53,33.5
SYN-CORR-024__2026-07-13__T10UDV__crew_pre_staging,synthetic,SYN-CORR-024,Synthetic corridor 024,SYN-CORR-024,Synthetic demo corridor 024,2026-07-01,2026-07-28,2026-07-13,T10UDV,13.39,14.64,15.08,12.19,17.9,14.38,8.03,12.78,19.85,32.19,0.93,0.1764,0.1821,0.0546,0.0589,69.05,34.17,27.24,14.72,15.97,2101,200002,63.97,106,651,31.52,200,2517.2,crew_pre_staging,1,medium,1,Synthetic scenario: pre-staging crews and materials near the corridor ahead of severe weather.,31.55,Low,36.42,63100.63,demo_synthetic;derived_proxy,Synthetic research dataset for Causal AI workflow testing only. Intervention 'crew_pre_staging' has transparent synthetic_true_effect_pct based on documented moderator rules - not observed treatment outcomes.,6.68,36.42,33.99
SYN-CORR-044__2026-12-16__T10UDV__asset_inspection,synthetic,SYN-CORR-044,Synthetic corridor 044,SYN-CORR-044,Synthetic demo corridor 044,2026-12-01,2026-12-28,2026-12-16,T10UDV,54.72,25.59,30.28,24.4,18.7,92.18,32.83,71.0,20.99,65.01,9.22,0.157,-0.0987,0.1983,-0.0422,61.95,64.34,62.34,18.6,88.75,1971,225198,46.17,212,302,50.26,200,1273.2,asset_inspection,1,low,7,Synthetic scenario: targeted asset / structure inspection along the corridor.,55.45,Medium,54.32,124872.29,demo_synthetic;derived_proxy,Synthetic research dataset for Causal AI workflow testing only. Intervention 'asset_inspection' has transparent synthetic_true_effect_pct based on documented moderator rules - not observed treatment outcomes.,12.72,54.32,47.41
SYN-CORR-027__2026-10-18__T10UEV__no_action,synthetic,SYN-CORR-027,Synthetic corridor 027,SYN-CORR-027,Synthetic demo corridor 027,2026-10-01,2026-10-28,2026-10-18,T10UEV,49.85,0.39,4.73,-3.51,15.29,89.94,29.91,72.27,10.67,74.36,2.54,0.4296,-0.0474,0.135,0.0133,18.98,56.97,55.93,35.92,90.34,4948,304913,18.19,84,1919,10.97,200,1953.5,no_action,0,none,0,"Baseline scenario with no planned vegetation patrol, trimming, staging, or inspection.",41.77,Medium,39.77,127362.16,demo_synthetic;derived_proxy,Synthetic research dataset for Causal AI workflow testing only. Intervention 'no_action' has transparent synthetic_true_effect_pct based on documented moderator rules - not observed treatment outcomes.,0.0,39.77,39.77
SYN-CORR-016__2026-07-15__T10UDV__vegetation_patrol,synthetic,SYN-CORR-016,Synthetic corridor 016,SYN-CORR-016,Synthetic demo corridor 016,2026-07-01,2026-07-28,2026-07-15,T10UDV,45.59,-3.09,-0.13,-6.45,61.1,51.87,27.35,19.08,37.54,48.92,7.92,0.5772,0.0316,0.0952,0.0095,22.35,45.2,46.05,65.44,23.85,2746,175917,37.62,514,961,15.75,200,3768.5,vegetation_patrol,1,low,3,Synthetic scenario: scheduled vegetation patrol along the corridor before a weather window.,40.9,Medium,41.66,71950.05,demo_synthetic;derived_proxy,Synthetic research dataset for Causal AI workflow testing only. Intervention 'vegetation_patrol' has transparent synthetic_true_effect_pct based on documented moderator rules - not observed treatment outcomes.,4.24,41.66,39.89
SYN-CORR-047__2026-07-15__T10UEV__vegetation_trimming,synthetic,SYN-CORR-047,Synthetic corridor 047,SYN-CORR-047,Synthetic demo corridor 047,2026-07-01,2026-07-28,2026-07-15,T10UEV,65.51,28.81,30.29,27.32,50.41,94.91,39.31,53.67,34.17,49.38,4.83,0.5968,0.3948,-0.0967,-0.0146,63.76,64.7,0.65,69.36,67.09,1073,82375,0.26,413,15,82.91,200,3427.5,vegetation_trimming,1,medium,14,Synthetic scenario: vegetation trimming / clearance work along the transmission corridor.,53.96,Medium,44.46,44449.55,demo_synthetic;derived_proxy,Synthetic research dataset for Causal AI workflow testing only. Intervention 'vegetation_trimming' has transparent synthetic_true_effect_pct based on documented moderator rules - not observed treatment outcomes.,21.53,44.46,34.89
SYN-CORR-012__2026-11-09__T10UEV__crew_pre_staging,synthetic,SYN-CORR-012,Synthetic corridor 012,SYN-CORR-012,Synthetic demo corridor 012,2026-11-01,2026-11-28,2026-11-09,T10UEV,48.65,-1.62,0.54,-2.75,40.31,71.48,29.19,38.64,42.66,24.51,4.8,0.1292,0.4333,-0.0511,0.0501,41.39,65.64,0.0,24.16,48.3,3937,576164,54.45,1659,938,11.46,200,4145.3,crew_pre_staging,1,medium,1,Synthetic scenario: pre-staging crews and materials near the corridor ahead of severe weather.,51.19,Medium,53.66,294938.35,demo_synthetic;derived_proxy,Synthetic research dataset for Causal AI workflow testing only. Intervention 'crew_pre_staging' has transparent synthetic_true_effect_pct based on documented moderator rules - not observed treatment outcomes.,13.73,53.66,46.29
SYN-CORR-031__2026-11-13__T10UDV__asset_inspection,synthetic,SYN-CORR-031,Synthetic corridor 031,SYN-CORR-031,Synthetic demo corridor 031,2026-11-01,2026-11-28,2026-11-13,T10UDV,24.91,22.87,23.27,18.65,32.14,22.78,14.95,67.73,35.34,56.82,7.79,0.4197,0.3694,-0.0136,-0.0325,35.26,72.63,3.83,33.94,84.66,1429,98352,80.81,198,176,20.64,200,1458.4,asset_inspection,1,low,7,Synthetic scenario: targeted asset / structure inspection along the corridor.,49.98,Medium,56.07,49156.33,demo_synthetic;derived_proxy,Synthetic research dataset for Causal AI workflow testing only. Intervention 'asset_inspection' has transparent synthetic_true_effect_pct based on documented moderator rules - not observed treatment outcomes.,11.94,56.07,49.38
SYN-CORR-009__2026-09-16__T10UDV__no_action,synthetic,SYN-CORR-009,Synthetic corridor 009,SYN-CORR-009,Synthetic demo corridor 009,2026-09-01,2026-09-28,2026-09-16,T10UDV,46.16,11.55,14.82,10.65,77.29,56.86,27.7,21.21,29.84,7.42,4.37,0.5323,0.2248,0.1642,-0.0177,8.42,50.65,21.9,56.46,26.51,3808,524203,64.6,1543,937,78.81,200,1658.8,no_action,0,none,0,"Baseline scenario with no planned vegetation patrol, trimming, staging, or inspection.",54.46,Medium,54.76,285480.95,demo_synthetic;derived_proxy,Synthetic research dataset for Causal AI workflow testing only. Intervention 'no_action' has transparent synthetic_true_effect_pct based on documented moderator rules - not observed treatment outcomes.,0.0,54.76,54.76
SYN-CORR-001__2026-08-14__T10UEV__vegetation_patrol,synthetic,SYN-CORR-001,Synthetic corridor 001,SYN-CORR-001,Synthetic demo corridor 001,2026-08-01,2026-08-28,2026-08-14,T10UEV,30.81,-2.19,1.33,-4.72,58.89,21.81,18.49,53.25,22.78,73.93,8.55,0.3236,-0.0496,0.1047,-0.0493,57.69,52.44,56.2,14.72,66.56,4115,234506,88.59,1904,423,29.42,200,1660.8,vegetation_patrol,1,low,3,Synthetic scenario: scheduled vegetation patrol along the corridor before a weather window.,48.72,Medium,55.66,114251.32,demo_synthetic;derived_proxy,Synthetic research dataset for Causal AI workflow testing only. Intervention 'vegetation_patrol' has transparent synthetic_true_effect_pct based on documented moderator rules - not observed treatment outcomes.,7.77,55.66,51.34
SYN-CORR-008__2026-09-14__T10UEV__vegetation_trimming,synthetic,SYN-CORR-008,Synthetic corridor 008,SYN-CORR-008,Synthetic demo corridor 008,2026-09-01,2026-09-28,2026-09-14,T10UEV,38.33,27.85,31.13,27.03,44.12,40.08,23.0,61.06,16.37,43.47,1.8,0.1226,-0.0683,0.0677,0.0063,15.25,59.89,58.54,25.48,76.33,417,21559,66.61,149,10,29.18,200,1890.0,vegetation_trimming,1,medium,14,Synthetic scenario: vegetation trimming / clearance work along the transmission corridor.,49.54,Medium,53.12,10680.33,demo_synthetic;derived_proxy,Synthetic research dataset for Causal AI workflow testing only. Intervention 'vegetation_trimming' has transparent synthetic_true_effect_pct based on documented moderator rules - not observed treatment outcomes.,22.44,53.12,41.2
SYN-CORR-024__2026-07-27__T10UDV__crew_pre_staging,synthetic,SYN-CORR-024,Synthetic corridor 024,SYN-CORR-024,Synthetic demo corridor 024,2026-07-01,2026-07-28,2026-07-27,T10UDV,14.77,10.1,12.05,7.43,43.65,8.3,8.86,45.65,33.21,69.08,3.77,0.2759,0.1591,0.0886,0.0258,19.96,54.97,30.11,5.18,57.06,1488,92599,84.79,349,697,70.63,200,2342.3,crew_pre_staging,1,medium,1,Synthetic scenario: pre-staging crews and materials near the corridor ahead of severe weather.,46.42,Medium,50.97,42984.46,demo_synthetic;derived_proxy,Synthetic research dataset for Causal AI workflow testing only. Intervention 'crew_pre_staging' has transparent synthetic_true_effect_pct based on documented moderator rules - not observed treatment outcomes.,6.95,50.97,47.43
SYN-CORR-047__2026-01-09__T10UDV__asset_inspection,synthetic,SYN-CORR-047,Synthetic corridor 047,SYN-CORR-047,Synthetic demo corridor 047,2026-01-01,2026-01-28,2026-01-09,T10UDV,54.18,1.84,6.41,-1.31,28.03,94.01,32.51,50.44,13.45,24.2,2.49,0.2877,0.285,0.0822,0.0103,99.0,55.55,14.38,7.54,63.05,4936,749741,35.18,1145,1751,43.65,200,4907.0,asset_inspection,1,low,7,Synthetic scenario: targeted asset / structure inspection along the corridor.,49.74,Medium,47.86,372921.17,demo_synthetic;derived_proxy,Synthetic research dataset for Causal AI workflow testing only. Intervention 'asset_inspection' has transparent synthetic_true_effect_pct based on documented moderator rules - not observed treatment outcomes.,11.05,47.86,42.57
SYN-CORR-022__2026-05-08__T10UDV__no_action,synthetic,SYN-CORR-022,Synthetic corridor 022,SYN-CORR-022,Synthetic demo corridor 022,2026-05-01,2026-05-28,2026-05-08,T10UDV,17.02,11.46,15.37,9.63,4.77,32.93,10.21,16.99,30.17,18.39,6.32,0.5757,0.2137,0.1242,0.0935,64.03,45.9,23.29,65.14,21.24,2371,428413,77.07,1016,500,50.34,200,3417.3,no_action,0,none,0,"Baseline scenario with no planned vegetation patrol, trimming, staging, or inspection.",41.03,Medium,45.97,175777.85,demo_synthetic;derived_proxy,Synthetic research dataset for Causal AI workflow testing only. Intervention 'no_action' has transparent synthetic_true_effect_pct based on documented moderator rules - not observed treatment outcomes.,0.0,45.97,45.97
SYN-CORR-043__2026-05-09__T10UEV__vegetation_patrol,synthetic,SYN-CORR-043,Synthetic corridor 043,SYN-CORR-043,Synthetic demo corridor 043,2026-05-01,2026-05-28,2026-05-09,T10UEV,49.03,5.98,6.77,2.01,72.41,63.1,29.42,73.4,7.85,73.94,5.57,0.1929,0.2907,0.0431,-0.0087,19.55,56.07,13.66,11.42,91.75,4823,749535,68.38,305,1244,77.84,200,3749.8,vegetation_patrol,1,low,3,Synthetic scenario: scheduled vegetation patrol along the corridor before a weather window.,57.89,Medium,58.47,433905.81,demo_synthetic;derived_proxy,Synthetic research dataset for Causal AI workflow testing only. Intervention 'vegetation_patrol' has transparent synthetic_true_effect_pct based on documented moderator rules - not observed treatment outcomes.,3.96,58.47,56.15
SYN-CORR-050__2026-10-22__T10UDV__vegetation_trimming,synthetic,SYN-CORR-050,Synthetic corridor 050,SYN-CORR-050,Synthetic demo corridor 050,2026-10-01,2026-10-28,2026-10-22,T10UDV,29.29,6.72,10.05,6.67,58.95,28.17,17.57,48.8,29.19,75.48,7.87,0.414,-0.0221,0.0577,0.0235,43.93,53.18,52.76,32.8,61.0,3855,249029,95.27,1243,1097,68.3,200,2823.8,vegetation_trimming,1,medium,14,Synthetic scenario: vegetation trimming / clearance work along the transmission corridor.,53.55,Medium,59.07,133355.03,demo_synthetic;derived_proxy,Synthetic research dataset for Causal AI workflow testing only. Intervention 'vegetation_trimming' has transparent synthetic_true_effect_pct based on documented moderator rules - not observed treatment outcomes.,19.47,59.07,47.57
SYN-CORR-028__2026-04-17__T10UDV__crew_pre_staging,synthetic,SYN-CORR-028,Synthetic corridor 028,SYN-CORR-028,Synthetic demo corridor 028,2026-04-01,2026-04-28,2026-04-17,T10UDV,28.06,21.63,25.28,16.89,10.68,42.71,16.84,36.15,6.77,72.12,2.22,0.2773,-0.075,0.1859,-0.0012,26.77,32.53,59.38,5.46,45.19,59,4720,66.53,14,19,18.28,200,3657.2,crew_pre_staging,1,medium,1,Synthetic scenario: pre-staging crews and materials near the corridor ahead of severe weather.,36.12,Low,41.57,1704.86,demo_synthetic;derived_proxy,Synthetic research dataset for Causal AI workflow testing only. Intervention 'crew_pre_staging' has transparent synthetic_true_effect_pct based on documented moderator rules - not observed treatment outcomes.,9.61,41.57,37.58
SYN-CORR-028__2026-02-06__T10UEV__asset_inspection,synthetic,SYN-CORR-028,Synthetic corridor 028,SYN-CORR-028,Synthetic demo corridor 028,2026-02-01,2026-02-28,2026-02-06,T10UEV,48.27,16.24,17.41,13.38,11.28,92.36,28.96,10.09,20.83,57.28,9.79,0.6742,-0.0219,-0.0052,-0.0448,9.39,27.8,52.74,84.84,12.61,2251,333928,18.18,1083,160,34.62,200,1036.9,asset_inspection,1,low,7,Synthetic scenario: targeted asset / structure inspection along the corridor.,34.75,Low,32.27,116039.98,demo_synthetic;derived_proxy,Synthetic research dataset for Causal AI workflow testing only. Intervention 'asset_inspection' has transparent synthetic_true_effect_pct based on documented moderator rules - not observed treatment outcomes.,8.61,32.27,29.49
SYN-CORR-007__2026-06-18__T10UEV__no_action,synthetic,SYN-CORR-007,Synthetic corridor 007,SYN-CORR-007,Synthetic demo corridor 007,2026-06-01,2026-06-28,2026-06-18,T10UEV,50.1,12.94,15.62,9.35,23.31,93.38,30.06,27.23,32.04,15.94,6.98,0.2608,0.1739,0.101,0.0073,75.15,53.94,28.26,2.16,34.04,4495,588788,69.17,1736,481,74.54,200,1562.9,no_action,0,none,0,"Baseline scenario with no planned vegetation patrol, trimming, staging, or inspection.",57.51,Medium,58.41,338611.98,demo_synthetic;derived_proxy,Synthetic research dataset for Causal AI workflow testing only. Intervention 'no_action' has transparent synthetic_true_effect_pct based on documented moderator rules - not observed treatment outcomes.,0.0,58.41,58.41
SYN-CORR-042__2026-06-05__T10UEV__vegetation_patrol,synthetic,SYN-CORR-042,Synthetic corridor 042,SYN-CORR-042,Synthetic demo corridor 042,2026-06-01,2026-06-28,2026-06-05,T10UEV,13.79,13.26,13.74,13.13,20.67,15.25,8.27,24.04,11.55,54.74,9.73,0.5095,0.1336,-0.0711,-0.0313,23.28,31.48,33.3,51.9,30.05,1758,165712,39.83,358,766,68.65,200,3485.8,vegetation_patrol,1,low,3,Synthetic scenario: scheduled vegetation patrol along the corridor before a weather window.,29.79,Low,29.35,49365.6,demo_synthetic;derived_proxy,Synthetic research dataset for Causal AI workflow testing only. Intervention 'vegetation_patrol' has transparent synthetic_true_effect_pct based on documented moderator rules - not observed treatment outcomes.,4.33,29.35,28.08
SYN-CORR-020__2026-06-27__T10UEV__vegetation_trimming,synthetic,SYN-CORR-020,Synthetic corridor 020,SYN-CORR-020,Synthetic demo corridor 020,2026-06-01,2026-06-28,2026-06-27,T10UEV,60.88,28.07,30.97,23.85,25.11,99.43,36.53,75.12,12.19,12.45,0.79,0.6522,0.3074,0.1553,0.0015,88.27,72.7,11.58,80.44,93.9,4391,354994,71.51,375,1705,37.5,200,2029.4,vegetation_trimming,1,medium,14,Synthetic scenario: vegetation trimming / clearance work along the transmission corridor.,64.21,Medium,66.64,227941.65,demo_synthetic;derived_proxy,Synthetic research dataset for Causal AI workflow testing only. Intervention 'vegetation_trimming' has transparent synthetic_true_effect_pct based on documented moderator rules - not observed treatment outcomes.,25.0,66.64,49.98
SYN-CORR-021__2026-04-26__T10UDV__crew_pre_staging,synthetic,SYN-CORR-021,Synthetic corridor 021,SYN-CORR-021,Synthetic demo corridor 021,2026-04-01,2026-04-28,2026-04-26,T10UDV,21.68,9.19,11.48,8.55,30.52,29.78,13.01,48.07,46.43,16.11,1.07,0.6086,-0.048,-0.0022,0.0404,42.79,75.56,56.0,71.72,60.09,697,110068,56.45,139,47,75.39,200,2975.6,crew_pre_staging,1,medium,1,Synthetic scenario: pre-staging crews and materials near the corridor ahead of severe weather.,50.17,Medium,49.85,55221.12,demo_synthetic;derived_proxy,Synthetic research dataset for Causal AI workflow testing only. Intervention 'crew_pre_staging' has transparent synthetic_true_effect_pct based on documented moderator rules - not observed treatment outcomes.,8.34,49.85,45.69
SYN-CORR-007__2026-04-07__T10UEV__asset_inspection,synthetic,SYN-CORR-007,Synthetic corridor 007,SYN-CORR-007,Synthetic demo corridor 007,2026-04-01,2026-04-28,2026-04-07,T10UEV,42.59,-1.49,2.06,-5.39,61.36,46.91,25.55,7.12,2.61,40.18,7.78,0.2814,-0.1899,-0.0192,0.0481,50.46,18.61,73.74,6.28,8.9,4965,498409,58.42,1488,1870,68.82,200,2729.4,asset_inspection,1,low,7,Synthetic scenario: targeted asset / structure inspection along the corridor.,41.18,Medium,42.39,205244.83,demo_synthetic;derived_proxy,Synthetic research dataset for Causal AI workflow testing only. Intervention 'asset_inspection' has transparent synthetic_true_effect_pct based on documented moderator rules - not observed treatment outcomes.,15.93,42.39,35.64
