corridor_id,segment_id,region,length_km,centroid_lat,centroid_lon,worldcover_tree_pct,worldcover_shrub_grass_pct,worldcover_built_pct,worldcover_bare_pct,sentinel2_ndvi_mean,sentinel2_ndmi_mean,sentinel2_ndvi_change,sentinel2_ndmi_change,vegetation_exposure_score,vegetation_dryness_score,vegetation_change_score,canopy_exposure_score,vegetation_score,vegetation_data_status,wildfire_exposure_score,wildfire_data_status,nearest_fire_km,eccc_weather_stress_score,weather_data_status,wind_gust_max_kmh,treatment_gap_score,treatment_data_status,outage_history_proxy_score,outage_data_status,terrain_score,terrain_data_status,planning_priority_score,planning_priority_level,top_reason_1,top_reason_2,top_reason_3,data_source_notes,as_of_date,tree_contact_exposure_proxy,wind_stress_score,wind_data_status,tree_contact_score_data_quality,tree_contact_missing_components,problem_type,recommended_planning_action,risk_pathway,explanation_short,current_priority_score,scenario_after_inspection_score,scenario_after_trimming_score,scenario_after_trimming_and_inspection_score,scenario_priority_reduction
SR-TX-2745,SR-TX-2745-S001,Surrey,1.076,49.260698,-122.919957,32.93,30.66,31.46,0.81,0.2447,0.0392,0.1156,0.0266,41.16,45.1,38.53,35.82,40.03,computed,56.48,synthetic_proxy,,21.37,computed,16.9,63.37,synthetic,50.0,unofficial_archive_proxy,60.97,derived_proxy,46.18,Medium,Wildfire exposure (CWFIS / placeholder),Vegetation cover / moisture (WorldCover + Sentinel-2),Treatment gap (synthetic — BC Hydro records would replace),Surrey open/free summary + synthetic wildfire/treatment proxies,2026-06-23,43.4,16.9,available,complete,,General vegetation-weather review,Monitor / routine review,Composite vegetation and weather proxies suggest routine monitoring.,Moderate composite vegetation-weather signals — routine review recommended.,46.18,43.8,40.38,37.97,8.21
SR-TX-2746,SR-TX-2746-S001,Surrey,1.079,49.260721,-122.919968,32.93,30.66,31.46,0.81,0.2447,0.0392,0.1156,0.0266,41.16,45.1,38.53,35.82,40.03,computed,50.64,synthetic_proxy,,21.37,computed,16.9,78.25,synthetic,50.0,unofficial_archive_proxy,68.86,derived_proxy,48.03,Medium,Treatment gap (synthetic — BC Hydro records would replace),Wildfire exposure (CWFIS / placeholder),Vegetation cover / moisture (WorldCover + Sentinel-2),Surrey open/free summary + synthetic wildfire/treatment proxies,2026-06-23,46.81,16.9,available,complete,,General vegetation-weather review,Monitor / routine review,Composite vegetation and weather proxies suggest routine monitoring.,Moderate composite vegetation-weather signals — routine review recommended.,48.03,45.1,41.34,38.49,9.54
SR-TX-2382,SR-TX-2382-S001,Surrey,1.151,49.260784,-122.919651,32.93,30.66,31.46,0.81,0.2447,0.0392,0.1156,0.0266,41.16,45.1,38.53,35.82,40.03,computed,69.66,synthetic_proxy,,21.37,computed,16.9,79.07,synthetic,50.0,unofficial_archive_proxy,43.17,derived_proxy,49.39,Medium,Wildfire exposure (CWFIS / placeholder),Treatment gap (synthetic — BC Hydro records would replace),Vegetation cover / moisture (WorldCover + Sentinel-2),Surrey open/free summary + synthetic wildfire/treatment proxies,2026-06-23,43.08,16.9,available,complete,,General vegetation-weather review,Monitor / routine review,Composite vegetation and weather proxies suggest routine monitoring.,Moderate composite vegetation-weather signals — routine review recommended.,49.39,46.43,42.64,39.77,9.62
SR-TX-2705,SR-TX-2705-S001,Surrey,0.254,49.26057,-122.910874,32.93,30.66,31.46,0.81,0.2447,0.0392,0.1156,0.0266,41.16,45.1,38.53,35.82,40.03,computed,35.15,synthetic_proxy,,21.37,computed,16.9,53.74,synthetic,50.0,unofficial_archive_proxy,89.8,derived_proxy,43.35,Medium,Vegetation cover / moisture (WorldCover + Sentinel-2),Terrain / access proxy,Treatment gap (synthetic — BC Hydro records would replace),Surrey open/free summary + synthetic wildfire/treatment proxies,2026-06-23,46.28,16.9,available,complete,,General vegetation-weather review,Monitor / routine review,Composite vegetation and weather proxies suggest routine monitoring.,Moderate composite vegetation-weather signals — routine review recommended.,43.35,41.34,38.12,36.01,7.34
SR-TX-1678,SR-TX-1678-S001,Surrey,0.154,49.260615,-122.910756,32.93,30.66,31.46,0.81,0.2447,0.0392,0.1156,0.0266,41.16,45.1,38.53,35.82,40.03,computed,64.6,synthetic_proxy,,21.37,computed,16.9,72.28,synthetic,50.0,unofficial_archive_proxy,50.0,derived_proxy,48.04,Medium,Wildfire exposure (CWFIS / placeholder),Treatment gap (synthetic — BC Hydro records would replace),Vegetation cover / moisture (WorldCover + Sentinel-2),Surrey open/free summary + synthetic wildfire/treatment proxies,2026-06-23,43.09,16.9,available,complete,,General vegetation-weather review,Monitor / routine review,Composite vegetation and weather proxies suggest routine monitoring.,Moderate composite vegetation-weather signals — routine review recommended.,48.04,45.33,41.7,39.04,9.0
SR-TX-2706,SR-TX-2706-S001,Surrey,0.057,49.260692,-122.912179,32.93,30.66,31.46,0.81,0.2447,0.0392,0.1156,0.0266,41.16,45.1,38.53,35.82,40.03,computed,69.66,synthetic_proxy,,21.37,computed,16.9,79.07,synthetic,50.0,unofficial_archive_proxy,43.17,derived_proxy,49.39,Medium,Wildfire exposure (CWFIS / placeholder),Treatment gap (synthetic — BC Hydro records would replace),Vegetation cover / moisture (WorldCover + Sentinel-2),Surrey open/free summary + synthetic wildfire/treatment proxies,2026-06-23,43.08,16.9,available,complete,,General vegetation-weather review,Monitor / routine review,Composite vegetation and weather proxies suggest routine monitoring.,Moderate composite vegetation-weather signals — routine review recommended.,49.39,46.43,42.64,39.77,9.62
SR-TX-1677,SR-TX-1677-S001,Surrey,0.149,49.260693,-122.910761,32.93,30.66,31.46,0.81,0.2447,0.0392,0.1156,0.0266,41.16,45.1,38.53,35.82,40.03,computed,50.44,synthetic_proxy,,21.37,computed,16.9,71.62,synthetic,50.0,unofficial_archive_proxy,69.13,derived_proxy,47.03,Medium,Treatment gap (synthetic — BC Hydro records would replace),Wildfire exposure (CWFIS / placeholder),Vegetation cover / moisture (WorldCover + Sentinel-2),Surrey open/free summary + synthetic wildfire/treatment proxies,2026-06-23,45.86,16.9,available,complete,,General vegetation-weather review,Monitor / routine review,Composite vegetation and weather proxies suggest routine monitoring.,Moderate composite vegetation-weather signals — routine review recommended.,47.03,44.34,40.73,38.08,8.95
SR-TX-2773,SR-TX-2773-S001,Surrey,0.04,49.2607,-122.909463,32.93,30.66,31.46,0.81,0.2447,0.0392,0.1156,0.0266,41.16,45.1,38.53,35.82,40.03,computed,50.64,synthetic_proxy,,21.37,computed,16.9,78.25,synthetic,50.0,unofficial_archive_proxy,68.86,derived_proxy,48.03,Medium,Treatment gap (synthetic — BC Hydro records would replace),Wildfire exposure (CWFIS / placeholder),Vegetation cover / moisture (WorldCover + Sentinel-2),Surrey open/free summary + synthetic wildfire/treatment proxies,2026-06-23,46.81,16.9,available,complete,,General vegetation-weather review,Monitor / routine review,Composite vegetation and weather proxies suggest routine monitoring.,Moderate composite vegetation-weather signals — routine review recommended.,48.03,45.1,41.34,38.49,9.54
SR-TX-3393,SR-TX-3393-S001,Surrey,0.824,49.261196,-122.90425,32.93,30.66,31.46,0.81,0.2447,0.0392,0.1156,0.0266,41.16,45.1,38.53,35.82,40.03,computed,56.48,synthetic_proxy,,21.37,computed,16.9,63.37,synthetic,50.0,unofficial_archive_proxy,60.97,derived_proxy,46.18,Medium,Wildfire exposure (CWFIS / placeholder),Vegetation cover / moisture (WorldCover + Sentinel-2),Treatment gap (synthetic — BC Hydro records would replace),Surrey open/free summary + synthetic wildfire/treatment proxies,2026-06-23,43.4,16.9,available,complete,,General vegetation-weather review,Monitor / routine review,Composite vegetation and weather proxies suggest routine monitoring.,Moderate composite vegetation-weather signals — routine review recommended.,46.18,43.8,40.38,37.97,8.21
SR-TX-1940,SR-TX-1940-S001,Surrey,0.054,49.261134,-122.899715,32.93,30.66,31.46,0.81,0.2447,0.0392,0.1156,0.0266,41.16,45.1,38.53,35.82,40.03,computed,35.15,synthetic_proxy,,21.37,computed,16.9,53.74,synthetic,50.0,unofficial_archive_proxy,89.8,derived_proxy,43.35,Medium,Vegetation cover / moisture (WorldCover + Sentinel-2),Terrain / access proxy,Treatment gap (synthetic — BC Hydro records would replace),Surrey open/free summary + synthetic wildfire/treatment proxies,2026-06-23,46.28,16.9,available,complete,,General vegetation-weather review,Monitor / routine review,Composite vegetation and weather proxies suggest routine monitoring.,Moderate composite vegetation-weather signals — routine review recommended.,43.35,41.34,38.12,36.01,7.34
SR-TX-1941,SR-TX-1941-S001,Surrey,0.01,49.26137,-122.899777,32.93,30.66,31.46,0.81,0.2447,0.0392,0.1156,0.0266,41.16,45.1,38.53,35.82,40.03,computed,69.66,synthetic_proxy,,21.37,computed,16.9,79.07,synthetic,50.0,unofficial_archive_proxy,43.17,derived_proxy,49.39,Medium,Wildfire exposure (CWFIS / placeholder),Treatment gap (synthetic — BC Hydro records would replace),Vegetation cover / moisture (WorldCover + Sentinel-2),Surrey open/free summary + synthetic wildfire/treatment proxies,2026-06-23,43.08,16.9,available,complete,,General vegetation-weather review,Monitor / routine review,Composite vegetation and weather proxies suggest routine monitoring.,Moderate composite vegetation-weather signals — routine review recommended.,49.39,46.43,42.64,39.77,9.62
SR-TX-3394,SR-TX-3394-S001,Surrey,0.682,49.262119,-122.905225,32.93,30.66,31.46,0.81,0.2447,0.0392,0.1156,0.0266,41.16,45.1,38.53,35.82,40.03,computed,50.64,synthetic_proxy,,21.37,computed,16.9,78.25,synthetic,50.0,unofficial_archive_proxy,68.86,derived_proxy,48.03,Medium,Treatment gap (synthetic — BC Hydro records would replace),Wildfire exposure (CWFIS / placeholder),Vegetation cover / moisture (WorldCover + Sentinel-2),Surrey open/free summary + synthetic wildfire/treatment proxies,2026-06-23,46.81,16.9,available,complete,,General vegetation-weather review,Monitor / routine review,Composite vegetation and weather proxies suggest routine monitoring.,Moderate composite vegetation-weather signals — routine review recommended.,48.03,45.1,41.34,38.49,9.54
SR-TX-3024,SR-TX-3024-S001,Surrey,0.115,49.22875,-122.949066,32.93,30.66,31.46,0.81,0.2447,0.0392,0.1156,0.0266,41.16,45.1,38.53,35.82,40.03,computed,37.54,synthetic_proxy,,21.37,computed,16.9,54.68,synthetic,50.0,unofficial_archive_proxy,86.56,derived_proxy,43.65,Medium,Vegetation cover / moisture (WorldCover + Sentinel-2),Terrain / access proxy,Treatment gap (synthetic — BC Hydro records would replace),Surrey open/free summary + synthetic wildfire/treatment proxies,2026-06-23,45.93,16.9,available,complete,,General vegetation-weather review,Monitor / routine review,Composite vegetation and weather proxies suggest routine monitoring.,Moderate composite vegetation-weather signals — routine review recommended.,43.65,41.6,38.36,36.22,7.43
SR-TX-2600,SR-TX-2600-S001,Surrey,0.115,49.228762,-122.94907,32.93,30.66,31.46,0.81,0.2447,0.0392,0.1156,0.0266,41.16,45.1,38.53,35.82,40.03,computed,43.07,synthetic_proxy,,21.37,computed,16.9,62.03,synthetic,50.0,unofficial_archive_proxy,79.09,derived_proxy,45.11,Medium,Vegetation cover / moisture (WorldCover + Sentinel-2),Treatment gap (synthetic — BC Hydro records would replace),Wildfire exposure (CWFIS / placeholder),Surrey open/free summary + synthetic wildfire/treatment proxies,2026-06-23,45.92,16.9,available,complete,,General vegetation-weather review,Monitor / routine review,Composite vegetation and weather proxies suggest routine monitoring.,Moderate composite vegetation-weather signals — routine review recommended.,45.11,42.78,39.39,37.02,8.09
SR-TX-2668,SR-TX-2668-S001,Surrey,1.67,49.229131,-122.948722,32.93,30.66,31.46,0.81,0.2447,0.0392,0.1156,0.0266,41.16,45.1,38.53,35.82,40.03,computed,64.6,synthetic_proxy,,21.37,computed,16.9,72.28,synthetic,50.0,unofficial_archive_proxy,50.0,derived_proxy,48.04,Medium,Wildfire exposure (CWFIS / placeholder),Treatment gap (synthetic — BC Hydro records would replace),Vegetation cover / moisture (WorldCover + Sentinel-2),Surrey open/free summary + synthetic wildfire/treatment proxies,2026-06-23,43.09,16.9,available,complete,,General vegetation-weather review,Monitor / routine review,Composite vegetation and weather proxies suggest routine monitoring.,Moderate composite vegetation-weather signals — routine review recommended.,48.04,45.33,41.7,39.04,9.0
SR-TX-3436,SR-TX-3436-S001,Surrey,1.67,49.229152,-122.948737,32.93,30.66,31.46,0.81,0.2447,0.0392,0.1156,0.0266,41.16,45.1,38.53,35.82,40.03,computed,37.74,synthetic_proxy,,21.37,computed,16.9,64.91,synthetic,50.0,unofficial_archive_proxy,86.3,derived_proxy,45.2,Medium,Vegetation cover / moisture (WorldCover + Sentinel-2),Treatment gap (synthetic — BC Hydro records would replace),Terrain / access proxy,Surrey open/free summary + synthetic wildfire/treatment proxies,2026-06-23,47.43,16.9,available,complete,,General vegetation-weather review,Monitor / routine review,Composite vegetation and weather proxies suggest routine monitoring.,Moderate composite vegetation-weather signals — routine review recommended.,45.2,42.76,39.3,36.85,8.35
SR-TX-2601,SR-TX-2601-S001,Surrey,0.822,49.231423,-122.944066,32.93,30.66,31.46,0.81,0.2447,0.0392,0.1156,0.0266,41.16,45.1,38.53,35.82,40.03,computed,37.54,synthetic_proxy,,21.37,computed,16.9,54.68,synthetic,50.0,unofficial_archive_proxy,86.56,derived_proxy,43.65,Medium,Vegetation cover / moisture (WorldCover + Sentinel-2),Terrain / access proxy,Treatment gap (synthetic — BC Hydro records would replace),Surrey open/free summary + synthetic wildfire/treatment proxies,2026-06-23,45.93,16.9,available,complete,,General vegetation-weather review,Monitor / routine review,Composite vegetation and weather proxies suggest routine monitoring.,Moderate composite vegetation-weather signals — routine review recommended.,43.65,41.6,38.36,36.22,7.43
SR-TX-1563,SR-TX-1563-S001,Surrey,1.216,49.232515,-122.941934,32.93,30.66,31.46,0.81,0.2447,0.0392,0.1156,0.0266,41.16,45.1,38.53,35.82,40.03,computed,69.66,synthetic_proxy,,21.37,computed,16.9,79.07,synthetic,50.0,unofficial_archive_proxy,43.17,derived_proxy,49.39,Medium,Wildfire exposure (CWFIS / placeholder),Treatment gap (synthetic — BC Hydro records would replace),Vegetation cover / moisture (WorldCover + Sentinel-2),Surrey open/free summary + synthetic wildfire/treatment proxies,2026-06-23,43.08,16.9,available,complete,,General vegetation-weather review,Monitor / routine review,Composite vegetation and weather proxies suggest routine monitoring.,Moderate composite vegetation-weather signals — routine review recommended.,49.39,46.43,42.64,39.77,9.62
SR-TX-1764,SR-TX-1764-S001,Surrey,0.006,49.233768,-122.939718,32.93,30.66,31.46,0.81,0.2447,0.0392,0.1156,0.0266,41.16,45.1,38.53,35.82,40.03,computed,56.48,synthetic_proxy,,21.37,computed,16.9,63.37,synthetic,50.0,unofficial_archive_proxy,60.97,derived_proxy,46.18,Medium,Wildfire exposure (CWFIS / placeholder),Vegetation cover / moisture (WorldCover + Sentinel-2),Treatment gap (synthetic — BC Hydro records would replace),Surrey open/free summary + synthetic wildfire/treatment proxies,2026-06-23,43.4,16.9,available,complete,,General vegetation-weather review,Monitor / routine review,Composite vegetation and weather proxies suggest routine monitoring.,Moderate composite vegetation-weather signals — routine review recommended.,46.18,43.8,40.38,37.97,8.21
SR-TX-3007,SR-TX-3007-S001,Surrey,0.001,49.233793,-122.93975,32.93,30.66,31.46,0.81,0.2447,0.0392,0.1156,0.0266,41.16,45.1,38.53,35.82,40.03,computed,37.75,synthetic_proxy,,21.37,computed,16.9,84.72,synthetic,50.0,unofficial_archive_proxy,86.29,derived_proxy,48.17,Medium,Treatment gap (synthetic — BC Hydro records would replace),Vegetation cover / moisture (WorldCover + Sentinel-2),Terrain / access proxy,Surrey open/free summary + synthetic wildfire/treatment proxies,2026-06-23,50.4,16.9,available,complete,,General vegetation-weather review,Monitor / routine review,Composite vegetation and weather proxies suggest routine monitoring.,Moderate composite vegetation-weather signals — routine review recommended.,48.17,44.99,41.08,38.04,10.13
SR-TX-1765,SR-TX-1765-S001,Surrey,0.395,49.234857,-122.937567,32.93,30.66,31.46,0.81,0.2447,0.0392,0.1156,0.0266,41.16,45.1,38.53,35.82,40.03,computed,50.64,synthetic_proxy,,21.37,computed,16.9,78.25,synthetic,50.0,unofficial_archive_proxy,68.86,derived_proxy,48.03,Medium,Treatment gap (synthetic — BC Hydro records would replace),Wildfire exposure (CWFIS / placeholder),Vegetation cover / moisture (WorldCover + Sentinel-2),Surrey open/free summary + synthetic wildfire/treatment proxies,2026-06-23,46.81,16.9,available,complete,,General vegetation-weather review,Monitor / routine review,Composite vegetation and weather proxies suggest routine monitoring.,Moderate composite vegetation-weather signals — routine review recommended.,48.03,45.1,41.34,38.49,9.54
SR-TX-3008,SR-TX-3008-S001,Surrey,0.413,49.234947,-122.937512,32.93,30.66,31.46,0.81,0.2447,0.0392,0.1156,0.0266,41.16,45.1,38.53,35.82,40.03,computed,43.06,synthetic_proxy,,21.37,computed,16.9,46.55,synthetic,50.0,unofficial_archive_proxy,79.11,derived_proxy,42.79,Medium,Vegetation cover / moisture (WorldCover + Sentinel-2),Wildfire exposure (CWFIS / placeholder),Terrain / access proxy,Surrey open/free summary + synthetic wildfire/treatment proxies,2026-06-23,43.6,16.9,available,complete,,General vegetation-weather review,Monitor / routine review,Composite vegetation and weather proxies suggest routine monitoring.,Moderate composite vegetation-weather signals — routine review recommended.,42.79,41.04,37.99,36.09,6.7
SR-TX-2900,SR-TX-2900-S001,Surrey,1.061,49.236347,-122.933655,32.93,30.66,31.46,0.81,0.2447,0.0392,0.1156,0.0266,41.16,45.1,38.53,35.82,40.03,computed,43.06,synthetic_proxy,,21.37,computed,16.9,46.55,synthetic,50.0,unofficial_archive_proxy,79.11,derived_proxy,42.79,Medium,Vegetation cover / moisture (WorldCover + Sentinel-2),Wildfire exposure (CWFIS / placeholder),Terrain / access proxy,Surrey open/free summary + synthetic wildfire/treatment proxies,2026-06-23,43.6,16.9,available,complete,,General vegetation-weather review,Monitor / routine review,Composite vegetation and weather proxies suggest routine monitoring.,Moderate composite vegetation-weather signals — routine review recommended.,42.79,41.04,37.99,36.09,6.7
SR-TX-1559,SR-TX-1559-S001,Surrey,0.017,49.235977,-122.935338,32.93,30.66,31.46,0.81,0.2447,0.0392,0.1156,0.0266,41.16,45.1,38.53,35.82,40.03,computed,36.46,synthetic_proxy,,21.37,computed,16.9,50.08,synthetic,50.0,unofficial_archive_proxy,88.03,derived_proxy,42.89,Medium,Vegetation cover / moisture (WorldCover + Sentinel-2),Terrain / access proxy,Treatment gap (synthetic — BC Hydro records would replace),Surrey open/free summary + synthetic wildfire/treatment proxies,2026-06-23,45.46,16.9,available,complete,,General vegetation-weather review,Monitor / routine review,Composite vegetation and weather proxies suggest routine monitoring.,Moderate composite vegetation-weather signals — routine review recommended.,42.89,41.01,37.88,35.88,7.01
SR-TX-2103,SR-TX-2103-S001,Surrey,0.352,49.236486,-122.933036,32.93,30.66,31.46,0.81,0.2447,0.0392,0.1156,0.0266,41.16,45.1,38.53,35.82,40.03,computed,38.66,synthetic_proxy,,21.37,computed,16.9,82.66,synthetic,50.0,unofficial_archive_proxy,85.06,derived_proxy,47.92,Medium,Treatment gap (synthetic — BC Hydro records would replace),Vegetation cover / moisture (WorldCover + Sentinel-2),Terrain / access proxy,Surrey open/free summary + synthetic wildfire/treatment proxies,2026-06-23,49.91,16.9,available,complete,,General vegetation-weather review,Monitor / routine review,Composite vegetation and weather proxies suggest routine monitoring.,Moderate composite vegetation-weather signals — routine review recommended.,47.92,44.82,40.96,37.98,9.94
SR-TX-2377,SR-TX-2377-S001,Surrey,1.742,49.251738,-122.948126,32.93,30.66,31.46,0.81,0.2447,0.0392,0.1156,0.0266,41.16,45.1,38.53,35.82,40.03,computed,50.64,synthetic_proxy,,21.37,computed,16.9,78.25,synthetic,50.0,unofficial_archive_proxy,68.86,derived_proxy,48.03,Medium,Treatment gap (synthetic — BC Hydro records would replace),Wildfire exposure (CWFIS / placeholder),Vegetation cover / moisture (WorldCover + Sentinel-2),Surrey open/free summary + synthetic wildfire/treatment proxies,2026-06-23,46.81,16.9,available,complete,,General vegetation-weather review,Monitor / routine review,Composite vegetation and weather proxies suggest routine monitoring.,Moderate composite vegetation-weather signals — routine review recommended.,48.03,45.1,41.34,38.49,9.54
SR-TX-2493,SR-TX-2493-S001,Surrey,1.172,49.260005,-122.956498,32.93,30.66,31.46,0.81,0.2447,0.0392,0.1156,0.0266,41.16,45.1,38.53,35.82,40.03,computed,56.48,synthetic_proxy,,21.37,computed,16.9,63.37,synthetic,50.0,unofficial_archive_proxy,60.97,derived_proxy,46.18,Medium,Wildfire exposure (CWFIS / placeholder),Vegetation cover / moisture (WorldCover + Sentinel-2),Treatment gap (synthetic — BC Hydro records would replace),Surrey open/free summary + synthetic wildfire/treatment proxies,2026-06-23,43.4,16.9,available,complete,,General vegetation-weather review,Monitor / routine review,Composite vegetation and weather proxies suggest routine monitoring.,Moderate composite vegetation-weather signals — routine review recommended.,46.18,43.8,40.38,37.97,8.21
SR-TX-1454,SR-TX-1454-S001,Surrey,2.845,49.259812,-122.945283,32.93,30.66,31.46,0.81,0.2447,0.0392,0.1156,0.0266,41.16,45.1,38.53,35.82,40.03,computed,35.15,synthetic_proxy,,21.37,computed,16.9,53.74,synthetic,50.0,unofficial_archive_proxy,89.8,derived_proxy,43.35,Medium,Vegetation cover / moisture (WorldCover + Sentinel-2),Terrain / access proxy,Treatment gap (synthetic — BC Hydro records would replace),Surrey open/free summary + synthetic wildfire/treatment proxies,2026-06-23,46.28,16.9,available,complete,,General vegetation-weather review,Monitor / routine review,Composite vegetation and weather proxies suggest routine monitoring.,Moderate composite vegetation-weather signals — routine review recommended.,43.35,41.34,38.12,36.01,7.34
SR-TX-2378,SR-TX-2378-S001,Surrey,1.702,49.259509,-122.937273,32.93,30.66,31.46,0.81,0.2447,0.0392,0.1156,0.0266,41.16,45.1,38.53,35.82,40.03,computed,36.46,synthetic_proxy,,21.37,computed,16.9,50.08,synthetic,50.0,unofficial_archive_proxy,88.03,derived_proxy,42.89,Medium,Vegetation cover / moisture (WorldCover + Sentinel-2),Terrain / access proxy,Treatment gap (synthetic — BC Hydro records would replace),Surrey open/free summary + synthetic wildfire/treatment proxies,2026-06-23,45.46,16.9,available,complete,,General vegetation-weather review,Monitor / routine review,Composite vegetation and weather proxies suggest routine monitoring.,Moderate composite vegetation-weather signals — routine review recommended.,42.89,41.01,37.88,35.88,7.01
SR-TX-1453,SR-TX-1453-S001,Surrey,2.826,49.26108,-122.946306,32.93,30.66,31.46,0.81,0.2447,0.0392,0.1156,0.0266,41.16,45.1,38.53,35.82,40.03,computed,39.34,synthetic_proxy,,21.37,computed,16.9,83.42,synthetic,50.0,unofficial_archive_proxy,84.13,derived_proxy,48.08,Medium,Treatment gap (synthetic — BC Hydro records would replace),Vegetation cover / moisture (WorldCover + Sentinel-2),Terrain / access proxy,Surrey open/free summary + synthetic wildfire/treatment proxies,2026-06-23,49.88,16.9,available,complete,,General vegetation-weather review,Monitor / routine review,Composite vegetation and weather proxies suggest routine monitoring.,Moderate composite vegetation-weather signals — routine review recommended.,48.08,44.95,41.07,38.07,10.01
SR-TX-307,SR-TX-307-S001,Surrey,0.563,49.263435,-122.937034,32.93,30.66,31.46,0.81,0.2447,0.0392,0.1156,0.0266,41.16,45.1,38.53,35.82,40.03,computed,37.85,synthetic_proxy,,21.37,computed,16.9,66.2,synthetic,50.0,unofficial_archive_proxy,86.15,derived_proxy,45.4,Medium,Vegetation cover / moisture (WorldCover + Sentinel-2),Treatment gap (synthetic — BC Hydro records would replace),Terrain / access proxy,Surrey open/free summary + synthetic wildfire/treatment proxies,2026-06-23,47.6,16.9,available,complete,,General vegetation-weather review,Monitor / routine review,Composite vegetation and weather proxies suggest routine monitoring.,Moderate composite vegetation-weather signals — routine review recommended.,45.4,42.91,39.42,36.94,8.46
SR-TX-2412,SR-TX-2412-S001,Surrey,0.039,49.286941,-122.955418,32.93,30.66,31.46,0.81,0.2447,0.0392,0.1156,0.0266,41.16,45.1,38.53,35.82,40.03,computed,37.54,synthetic_proxy,,21.37,computed,16.9,54.68,synthetic,50.0,unofficial_archive_proxy,86.56,derived_proxy,43.65,Medium,Vegetation cover / moisture (WorldCover + Sentinel-2),Terrain / access proxy,Treatment gap (synthetic — BC Hydro records would replace),Surrey open/free summary + synthetic wildfire/treatment proxies,2026-06-23,45.93,16.9,available,complete,,General vegetation-weather review,Monitor / routine review,Composite vegetation and weather proxies suggest routine monitoring.,Moderate composite vegetation-weather signals — routine review recommended.,43.65,41.6,38.36,36.22,7.43
SR-TX-2492,SR-TX-2492-S001,Surrey,0.01,49.260419,-122.964384,32.93,30.66,31.46,0.81,0.2447,0.0392,0.1156,0.0266,41.16,45.1,38.53,35.82,40.03,computed,47.48,synthetic_proxy,,21.37,computed,16.9,50.44,synthetic,50.0,unofficial_archive_proxy,73.13,derived_proxy,43.66,Medium,Vegetation cover / moisture (WorldCover + Sentinel-2),Wildfire exposure (CWFIS / placeholder),Treatment gap (synthetic — BC Hydro records would replace),Surrey open/free summary + synthetic wildfire/treatment proxies,2026-06-23,43.28,16.9,available,complete,,General vegetation-weather review,Monitor / routine review,Composite vegetation and weather proxies suggest routine monitoring.,Moderate composite vegetation-weather signals — routine review recommended.,43.66,41.77,38.63,36.62,7.04
SR-TX-3453,SR-TX-3453-S001,Surrey,0.405,49.260484,-122.966903,32.93,30.66,31.46,0.81,0.2447,0.0392,0.1156,0.0266,41.16,45.1,38.53,35.82,40.03,computed,69.66,synthetic_proxy,,21.37,computed,16.9,79.07,synthetic,50.0,unofficial_archive_proxy,43.17,derived_proxy,49.39,Medium,Wildfire exposure (CWFIS / placeholder),Treatment gap (synthetic — BC Hydro records would replace),Vegetation cover / moisture (WorldCover + Sentinel-2),Surrey open/free summary + synthetic wildfire/treatment proxies,2026-06-23,43.08,16.9,available,complete,,General vegetation-weather review,Monitor / routine review,Composite vegetation and weather proxies suggest routine monitoring.,Moderate composite vegetation-weather signals — routine review recommended.,49.39,46.43,42.64,39.77,9.62
SR-TX-3454,SR-TX-3454-S001,Surrey,0.386,49.260763,-122.966919,32.93,30.66,31.46,0.81,0.2447,0.0392,0.1156,0.0266,41.16,45.1,38.53,35.82,40.03,computed,37.74,synthetic_proxy,,21.37,computed,16.9,64.91,synthetic,50.0,unofficial_archive_proxy,86.3,derived_proxy,45.2,Medium,Vegetation cover / moisture (WorldCover + Sentinel-2),Treatment gap (synthetic — BC Hydro records would replace),Terrain / access proxy,Surrey open/free summary + synthetic wildfire/treatment proxies,2026-06-23,47.43,16.9,available,complete,,General vegetation-weather review,Monitor / routine review,Composite vegetation and weather proxies suggest routine monitoring.,Moderate composite vegetation-weather signals — routine review recommended.,45.2,42.76,39.3,36.85,8.35
SR-TX-3510,SR-TX-3510-S001,Surrey,0.399,49.260832,-122.966938,32.93,30.66,31.46,0.81,0.2447,0.0392,0.1156,0.0266,41.16,45.1,38.53,35.82,40.03,computed,37.54,synthetic_proxy,,21.37,computed,16.9,54.68,synthetic,50.0,unofficial_archive_proxy,86.56,derived_proxy,43.65,Medium,Vegetation cover / moisture (WorldCover + Sentinel-2),Terrain / access proxy,Treatment gap (synthetic — BC Hydro records would replace),Surrey open/free summary + synthetic wildfire/treatment proxies,2026-06-23,45.93,16.9,available,complete,,General vegetation-weather review,Monitor / routine review,Composite vegetation and weather proxies suggest routine monitoring.,Moderate composite vegetation-weather signals — routine review recommended.,43.65,41.6,38.36,36.22,7.43
